Date,Region,Value
2023-05-30,HSE Dublin and South East,1.6799653253102673
2023-05-30,HSE Mid West,1.8171800338409476
2023-05-30,HSE South West,1.664716783216783
2023-05-30,HSE West and North West,2.842646815286624
2023-05-31,HSE Dublin and Midlands,2.437167220708447
2023-05-31,HSE Dublin and North East,1.7133142268041235
2023-05-31,HSE Dublin and South East,1.5338813839789396
2023-05-31,HSE Mid West,2.131691962774958
2023-05-31,HSE South West,1.8496853146853147
2023-05-31,HSE West and North West,1.874937261146497
2023-06-01,HSE Dublin and Midlands,1.8792614713896458
2023-06-01,HSE Dublin and North East,0.8042087187039764
2023-06-01,HSE Dublin and South East,0.4382518239939827
2023-06-01,HSE Mid West,2.131691962774958
2023-06-01,HSE South West,1.257786013986014
2023-06-01,HSE West and North West,1.5120461783439492
2023-06-02,HSE Dublin and Midlands,1.9086249318801092
2023-06-02,HSE Dublin and North East,0.7342775257731958
2023-06-02,HSE Dublin and South East,0.4747728093268146
2023-06-02,HSE Mid West,1.6075054145516074
2023-06-02,HSE South West,1.368767132867133
2023-06-02,HSE West and North West,1.7539735668789809
2023-06-03,HSE Dublin and Midlands,0.6753595912806539
2023-06-03,HSE Dublin and North East,0.0
2023-06-03,HSE Dublin and South East,0.25564689732982326
2023-06-03,HSE Mid West,0.38440346869712355
2023-06-03,HSE South West,0.6658867132867132
2023-06-03,HSE West and North West,1.2701187898089172
2023-06-04,HSE Dublin and Midlands,0.8515403542234332
2023-06-04,HSE Dublin and North East,0.0
2023-06-04,HSE Dublin and South East,0.25564689732982326
2023-06-04,HSE Mid West,0.8037527072758037
2023-06-04,HSE South West,0.7028804195804195
2023-06-04,HSE West and North West,1.391082484076433
2023-06-05,HSE Dublin and Midlands,0.8221768937329701
2023-06-05,HSE Dublin and North East,0.0
2023-06-05,HSE Dublin and South East,0.5478147799924784
2023-06-05,HSE Mid West,1.223101945854484
2023-06-05,HSE South West,0.8508552447552447
2023-06-05,HSE West and North West,1.391082484076433
2023-06-06,HSE Dublin and Midlands,1.4681730245231608
2023-06-06,HSE Dublin and North East,0.24475917525773197
2023-06-06,HSE Dublin and South East,1.5704023693117715
2023-06-06,HSE Mid West,1.7123427241962776
2023-06-06,HSE South West,0.9248426573426572
2023-06-06,HSE West and North West,2.6007194267515925
2023-06-07,HSE Dublin and Midlands,1.8205345504087194
2023-06-07,HSE Dublin and North East,0.5244839469808542
2023-06-07,HSE Dublin and South East,1.424318427980444
2023-06-07,HSE Mid West,1.887071573604061
2023-06-07,HSE South West,1.1837986013986013
2023-06-07,HSE West and North West,3.1752969745222934
2023-06-08,HSE Dublin and Midlands,2.0848056948228884
2023-06-08,HSE Dublin and North East,0.4895183505154639
2023-06-08,HSE Dublin and South East,1.4608394133132758
2023-06-08,HSE Mid West,1.887071573604061
2023-06-08,HSE South West,1.4427545454545454
2023-06-08,HSE West and North West,3.175296974522293
2023-06-09,HSE Dublin and Midlands,1.908624931880109
2023-06-09,HSE Dublin and North East,0.5594495434462444
2023-06-09,HSE Dublin and South East,1.5338813839789396
2023-06-09,HSE Mid West,1.8521258037225043
2023-06-09,HSE South West,1.146804895104895
2023-06-09,HSE West and North West,2.2983101910828028
2023-06-10,HSE Dublin and Midlands,0.9396307356948229
2023-06-10,HSE Dublin and North East,0.1398623858615611
2023-06-10,HSE Dublin and South East,0.4382518239939827
2023-06-10,HSE Mid West,1.3628850253807108
2023-06-10,HSE South West,0.4809181818181818
2023-06-10,HSE West and North West,1.1491550955414014
2023-06-11,HSE Dublin and Midlands,1.2039018801089918
2023-06-11,HSE Dublin and North East,0.24475917525773197
2023-06-11,HSE Dublin and South East,0.657377735990974
2023-06-11,HSE Mid West,1.5376138747884942
2023-06-11,HSE South West,0.7028804195804195
2023-06-11,HSE West and North West,1.7539735668789809
2023-06-12,HSE Dublin and Midlands,2.2316229972752044
2023-06-12,HSE Dublin and North East,0.20979357879234167
2023-06-12,HSE Dublin and South East,1.8260492666415948
2023-06-12,HSE Mid West,1.887071573604061
2023-06-12,HSE South West,0.8138615384615384
2023-06-12,HSE West and North West,2.2075874203821657
2023-06-13,HSE Dublin and Midlands,1.9967153133514988
2023-06-13,HSE Dublin and North East,0.6643463328424153
2023-06-13,HSE Dublin and South East,1.716486310643099
2023-06-13,HSE Mid West,1.991908883248731
2023-06-13,HSE South West,1.5907293706293706
2023-06-13,HSE West and North West,2.358792038216561
2023-06-14,HSE Dublin and Midlands,3.406161416893733
2023-06-14,HSE Dublin and North East,0.24475917525773194
2023-06-14,HSE Dublin and South East,1.5338813839789396
2023-06-14,HSE Mid West,1.9569631133671743
2023-06-14,HSE South West,1.9606664335664334
2023-06-14,HSE West and North West,3.0240923566878983
2023-06-15,HSE Dublin and Midlands,2.5839845231607628
2023-06-15,HSE Dublin and North East,0.4545527540500736
2023-06-15,HSE Dublin and South East,1.5338813839789396
2023-06-15,HSE Mid West,1.432776565143824
2023-06-15,HSE South West,2.29360979020979
2023-06-15,HSE West and North West,2.5099966560509555
2023-06-16,HSE Dublin and Midlands,2.026078773841962
2023-06-16,HSE Dublin and North East,0.20979357879234167
2023-06-16,HSE Dublin and South East,1.2417135013162843
2023-06-16,HSE Mid West,1.432776565143824
2023-06-16,HSE South West,1.7387041958041958
2023-06-16,HSE West and North West,2.328551114649682
2023-06-17,HSE Dublin and Midlands,0.8515403542234333
2023-06-17,HSE Dublin and North East,0.034965596465390276
2023-06-17,HSE Dublin and South East,0.7304197066566379
2023-06-17,HSE Mid West,0.8736442470389172
2023-06-17,HSE South West,1.3687671328671327
2023-06-17,HSE West and North West,1.78421449044586
2023-06-18,HSE Dublin and Midlands,1.086448038147139
2023-06-18,HSE Dublin and North East,0.10489678939617084
2023-06-18,HSE Dublin and South East,1.0956295599849568
2023-06-18,HSE Mid West,1.2929934856175973
2023-06-18,HSE South West,0.887848951048951
2023-06-18,HSE West and North West,2.0866237261146496
2023-06-19,HSE Dublin and Midlands,1.7911710899182562
2023-06-19,HSE Dublin and North East,0.9790367010309278
2023-06-19,HSE Dublin and South East,1.8625702519744265
2023-06-19,HSE Mid West,1.7822342639593909
2023-06-19,HSE South West,1.5167419580419579
2023-06-19,HSE West and North West,3.9615609872611466
2023-06-20,HSE Dublin and Midlands,2.848255667574932
2023-06-20,HSE Dublin and North East,0.45455275405007367
2023-06-20,HSE Dublin and South East,1.4973603986461077
2023-06-20,HSE Mid West,1.9220173434856178
2023-06-20,HSE South West,1.9236727272727272
2023-06-20,HSE West and North West,2.0866237261146496
2023-06-21,HSE Dublin and Midlands,2.583984523160763
2023-06-21,HSE Dublin and North East,0.7692431222385862
2023-06-21,HSE Dublin and South East,1.716486310643099
2023-06-21,HSE Mid West,2.201583502538071
2023-06-21,HSE South West,2.367597202797203
2023-06-21,HSE West and North West,2.691442197452229
2023-06-22,HSE Dublin and Midlands,2.2316229972752044
2023-06-22,HSE Dublin and North East,0.6293807363770251
2023-06-22,HSE Dublin and South East,1.0956295599849568
2023-06-22,HSE Mid West,1.8521258037225043
2023-06-22,HSE South West,1.7387041958041958
2023-06-22,HSE West and North West,2.782164968152866
2023-06-23,HSE Dublin and Midlands,1.9967153133514988
2023-06-23,HSE Dublin and North East,0.41958715758468335
2023-06-23,HSE Dublin and South East,0.657377735990974
2023-06-23,HSE Mid West,1.7472884940778344
2023-06-23,HSE South West,1.4427545454545454
2023-06-23,HSE West and North West,2.9333695859872613
2023-06-24,HSE Dublin and Midlands,1.497536485013624
2023-06-24,HSE Dublin and North East,0.24475917525773197
2023-06-24,HSE Dublin and South East,0.40173083866115084
2023-06-24,HSE Mid West,0.663969627749577
2023-06-24,HSE South West,0.8138615384615384
2023-06-24,HSE West and North West,1.5422871019108282
2023-06-25,HSE Dublin and Midlands,1.6737172479564033
2023-06-25,HSE Dublin and North East,0.3146903681885125
2023-06-25,HSE Dublin and South East,0.40173083866115084
2023-06-25,HSE Mid West,1.572559644670051
2023-06-25,HSE South West,0.5549055944055944
2023-06-25,HSE West and North West,2.1773464968152867
2023-06-26,HSE Dublin and Midlands,2.2022595367847413
2023-06-26,HSE Dublin and North East,0.45455275405007367
2023-06-26,HSE Dublin and South East,1.1686715306506206
2023-06-26,HSE Mid West,1.9569631133671743
2023-06-26,HSE South West,1.5537356643356643
2023-06-26,HSE West and North West,2.9636105095541403
2023-06-27,HSE Dublin and Midlands,3.4355248773841964
2023-06-27,HSE Dublin and North East,0.2797247717231222
2023-06-27,HSE Dublin and South East,1.3877974426476118
2023-06-27,HSE Mid West,1.991908883248731
2023-06-27,HSE South West,1.7387041958041958
2023-06-27,HSE West and North West,2.9333695859872613
2023-06-28,HSE Dublin and Midlands,2.7308018256130793
2023-06-28,HSE Dublin and North East,0.1398623858615611
2023-06-28,HSE Dublin and South East,1.35127645731478
2023-06-28,HSE Mid West,2.5160954314720816
2023-06-28,HSE South West,1.3317734265734265
2023-06-28,HSE West and North West,2.4192738853503184
2023-06-29,HSE Dublin and Midlands,2.1435326158038146
2023-06-29,HSE Dublin and North East,0.4895183505154639
2023-06-29,HSE Dublin and South East,1.2051925159834527
2023-06-29,HSE Mid West,2.2714750423011845
2023-06-29,HSE South West,0.9248426573426572
2023-06-29,HSE West and North West,1.7237326433121019
2023-06-30,HSE Dublin and Midlands,2.2903499182561307
2023-06-30,HSE Dublin and North East,0.3496559646539028
2023-06-30,HSE Dublin and South East,0.5843357653253103
2023-06-30,HSE Mid West,1.9220173434856178
2023-06-30,HSE South West,0.5549055944055944
2023-06-30,HSE West and North West,1.0584323248407643
2023-07-01,HSE Dublin and Midlands,1.6149903269754768
2023-07-01,HSE Dublin and North East,0.0
2023-07-01,HSE Dublin and South East,0.4382518239939827
2023-07-01,HSE Mid West,1.2580477157360408
2023-07-01,HSE South West,0.7768678321678322
2023-07-01,HSE West and North West,1.1189141719745224
2023-07-02,HSE Dublin and Midlands,1.9967153133514988
2023-07-02,HSE Dublin and North East,0.034965596465390276
2023-07-02,HSE Dublin and South East,0.9130246333207973
2023-07-02,HSE Mid West,1.8521258037225043
2023-07-02,HSE South West,0.517911888111888
2023-07-02,HSE West and North West,1.1491550955414014
2023-07-03,HSE Dublin and Midlands,3.0537998910081745
2023-07-03,HSE Dublin and North East,0.24475917525773194
2023-07-03,HSE Dublin and South East,2.154738134637082
2023-07-03,HSE Mid West,2.0618004230118445
2023-07-03,HSE South West,1.2947797202797202
2023-07-03,HSE West and North West,1.9051781847133757
2023-07-04,HSE Dublin and Midlands,2.9657095095367847
2023-07-04,HSE Dublin and North East,0.24475917525773194
2023-07-04,HSE Dublin and South East,1.5704023693117715
2023-07-04,HSE Mid West,1.8521258037225043
2023-07-04,HSE South West,1.4427545454545454
2023-07-04,HSE West and North West,1.6934917197452228
2023-07-05,HSE Dublin and Midlands,2.583984523160763
2023-07-05,HSE Dublin and North East,0.24475917525773194
2023-07-05,HSE Dublin and South East,2.0086541933057545
2023-07-05,HSE Mid West,2.026854653130288
2023-07-05,HSE South West,0.8878489510489509
2023-07-05,HSE West and North West,1.633009872611465
2023-07-06,HSE Dublin and Midlands,2.3784402997275205
2023-07-06,HSE Dublin and North East,0.1398623858615611
2023-07-06,HSE Dublin and South East,0.9860666039864612
2023-07-06,HSE Mid West,1.7822342639593909
2023-07-06,HSE South West,0.5918993006993006
2023-07-06,HSE West and North West,0.9979504777070064
2023-07-07,HSE Dublin and Midlands,1.7324441689373298
2023-07-07,HSE Dublin and North East,0.17482798232695138
2023-07-07,HSE Dublin and South East,1.2782344866491162
2023-07-07,HSE Mid West,1.7822342639593909
2023-07-07,HSE South West,0.5918993006993006
2023-07-07,HSE West and North West,1.2096369426751592
2023-07-08,HSE Dublin and Midlands,1.6149903269754768
2023-07-08,HSE Dublin and North East,0.06993119293078055
2023-07-08,HSE Dublin and South East,0.7669406919894698
2023-07-08,HSE Mid West,1.4677223350253807
2023-07-08,HSE South West,0.517911888111888
2023-07-08,HSE West and North West,1.1793960191082802
2023-07-09,HSE Dublin and Midlands,1.908624931880109
2023-07-09,HSE Dublin and North East,0.0
2023-07-09,HSE Dublin and South East,0.9130246333207974
2023-07-09,HSE Mid West,1.8521258037225043
2023-07-09,HSE South West,0.4809181818181818
2023-07-09,HSE West and North West,1.3003597133757963
2023-07-10,HSE Dublin and Midlands,2.5546210626702996
2023-07-10,HSE Dublin and North East,0.48951835051546394
2023-07-10,HSE Dublin and South East,2.410385031966905
2023-07-10,HSE Mid West,2.0967461928934013
2023-07-10,HSE South West,1.146804895104895
2023-07-10,HSE West and North West,2.2378283439490447
2023-07-11,HSE Dublin and Midlands,2.6427114441416895
2023-07-11,HSE Dublin and North East,0.8042087187039764
2023-07-11,HSE Dublin and South East,2.008654193305754
2023-07-11,HSE Mid West,1.9220173434856178
2023-07-11,HSE South West,1.405760839160839
2023-07-11,HSE West and North West,2.6309603503184715
2023-07-12,HSE Dublin and Midlands,2.4958941416893734
2023-07-12,HSE Dublin and North East,0.6293807363770251
2023-07-12,HSE Dublin and South East,1.059108574652125
2023-07-12,HSE Mid West,1.887071573604061
2023-07-12,HSE South West,1.5537356643356641
2023-07-12,HSE West and North West,2.1168646496815287
2023-07-13,HSE Dublin and Midlands,2.2022595367847413
2023-07-13,HSE Dublin and North East,0.7692431222385862
2023-07-13,HSE Dublin and South East,0.9495456186536292
2023-07-13,HSE Mid West,2.131691962774958
2023-07-13,HSE South West,1.775697902097902
2023-07-13,HSE West and North West,2.1168646496815287
2023-07-14,HSE Dublin and Midlands,2.4665306811989103
2023-07-14,HSE Dublin and North East,0.6643463328424153
2023-07-14,HSE Dublin and South East,0.9860666039864612
2023-07-14,HSE Mid West,1.7822342639593909
2023-07-14,HSE South West,0.9618363636363636
2023-07-14,HSE West and North West,1.7237326433121019
2023-07-15,HSE Dublin and Midlands,1.2626288010899183
2023-07-15,HSE Dublin and North East,0.0
2023-07-15,HSE Dublin and South East,0.25564689732982326
2023-07-15,HSE Mid West,0.9784815566835872
2023-07-15,HSE South West,1.146804895104895
2023-07-15,HSE West and North West,1.300359713375796
2023-07-16,HSE Dublin and Midlands,1.1745384196185287
2023-07-16,HSE Dublin and North East,0.0
2023-07-16,HSE Dublin and South East,0.6208567506581422
2023-07-16,HSE Mid West,1.5376138747884942
2023-07-16,HSE South West,1.7017104895104893
2023-07-16,HSE West and North West,1.391082484076433
2023-07-17,HSE Dublin and Midlands,1.5856268664850135
2023-07-17,HSE Dublin and North East,0.4545527540500736
2023-07-17,HSE Dublin and South East,1.0956295599849568
2023-07-17,HSE Mid West,1.8521258037225043
2023-07-17,HSE South West,1.8126916083916083
2023-07-17,HSE West and North West,2.2378283439490447
2023-07-18,HSE Dublin and Midlands,1.761807629427793
2023-07-18,HSE Dublin and North East,1.0489678939617084
2023-07-18,HSE Dublin and South East,1.0591085746521247
2023-07-18,HSE Mid West,2.026854653130288
2023-07-18,HSE South West,1.5907293706293706
2023-07-18,HSE West and North West,2.751924044585987
2023-07-19,HSE Dublin and Midlands,1.203901880108992
2023-07-19,HSE Dublin and North East,0.7692431222385862
2023-07-19,HSE Dublin and South East,1.2051925159834525
2023-07-19,HSE Mid West,1.6424511844331642
2023-07-19,HSE South West,1.4057608391608392
2023-07-19,HSE West and North West,2.812405891719745
2023-07-20,HSE Dublin and Midlands,1.1451749591280653
2023-07-20,HSE Dublin and North East,0.5944151399116347
2023-07-20,HSE Dublin and South East,1.4973603986461075
2023-07-20,HSE Mid West,1.991908883248731
2023-07-20,HSE South West,1.8126916083916083
2023-07-20,HSE West and North West,2.1773464968152867
2023-07-21,HSE Dublin and Midlands,0.7928134332425069
2023-07-21,HSE Dublin and North East,0.7342775257731958
2023-07-21,HSE Dublin and South East,1.2782344866491164
2023-07-21,HSE Mid West,1.9220173434856178
2023-07-21,HSE South West,1.035823776223776
2023-07-21,HSE West and North West,1.2096369426751592
2023-07-22,HSE Dublin and Midlands,0.5579057493188011
2023-07-22,HSE Dublin and North East,0.10489678939617084
2023-07-22,HSE Dublin and South East,0.6208567506581422
2023-07-22,HSE Mid West,1.013427326565144
2023-07-22,HSE South West,1.2947797202797202
2023-07-22,HSE West and North West,1.1189141719745224
2023-07-23,HSE Dublin and Midlands,0.7340865122615804
2023-07-23,HSE Dublin and North East,0.20979357879234167
2023-07-23,HSE Dublin and South East,1.2782344866491162
2023-07-23,HSE Mid West,1.7822342639593909
2023-07-23,HSE South West,1.5167419580419579
2023-07-23,HSE West and North West,1.2096369426751594
2023-07-24,HSE Dublin and Midlands,1.2332653405994551
2023-07-24,HSE Dublin and North East,0.7342775257731958
2023-07-24,HSE Dublin and South East,2.045175178638586
2023-07-24,HSE Mid West,2.2365292724196277
2023-07-24,HSE South West,1.9236727272727272
2023-07-24,HSE West and North West,1.9959009554140128
2023-07-25,HSE Dublin and Midlands,1.2332653405994551
2023-07-25,HSE Dublin and North East,0.5244839469808542
2023-07-25,HSE Dublin and South East,1.9721332079729224
2023-07-25,HSE Mid West,2.131691962774958
2023-07-25,HSE South West,2.071647552447552
2023-07-25,HSE West and North West,2.1471055732484077
2023-07-26,HSE Dublin and Midlands,1.7030807084468664
2023-07-26,HSE Dublin and North East,0.6643463328424153
2023-07-26,HSE Dublin and South East,1.6069233546446033
2023-07-26,HSE Mid West,1.991908883248731
2023-07-26,HSE South West,1.5907293706293706
2023-07-26,HSE West and North West,2.4797557324840764
2023-07-27,HSE Dublin and Midlands,1.5856268664850137
2023-07-27,HSE Dublin and North East,0.3846215611192931
2023-07-27,HSE Dublin and South East,1.6069233546446033
2023-07-27,HSE Mid West,2.2365292724196277
2023-07-27,HSE South West,1.775697902097902
2023-07-27,HSE West and North West,2.5402375796178345
2023-07-28,HSE Dublin and Midlands,1.1745384196185287
2023-07-28,HSE Dublin and North East,0.45455275405007367
2023-07-28,HSE Dublin and South East,1.679965325310267
2023-07-28,HSE Mid West,1.572559644670051
2023-07-28,HSE South West,1.5537356643356641
2023-07-28,HSE West and North West,1.6632507961783438
2023-07-29,HSE Dublin and Midlands,0.8221768937329701
2023-07-29,HSE Dublin and North East,0.3846215611192931
2023-07-29,HSE Dublin and South East,0.9130246333207973
2023-07-29,HSE Mid West,1.4677223350253807
2023-07-29,HSE South West,1.5907293706293706
2023-07-29,HSE West and North West,1.663250796178344
2023-07-30,HSE Dublin and Midlands,0.8515403542234332
2023-07-30,HSE Dublin and North East,0.06993119293078055
2023-07-30,HSE Dublin and South East,1.2051925159834525
2023-07-30,HSE Mid West,1.6075054145516074
2023-07-30,HSE South West,1.8496853146853147
2023-07-30,HSE West and North West,1.7539735668789809
2023-07-31,HSE Dublin and Midlands,1.086448038147139
2023-07-31,HSE Dublin and North East,0.45455275405007367
2023-07-31,HSE Dublin and South East,1.8990912373072584
2023-07-31,HSE Mid West,1.991908883248731
2023-07-31,HSE South West,2.552565734265734
2023-07-31,HSE West and North West,2.1773464968152867
2023-08-01,HSE Dublin and Midlands,1.4388095640326977
2023-08-01,HSE Dublin and North East,0.5594495434462444
2023-08-01,HSE Dublin and South East,1.8260492666415948
2023-08-01,HSE Mid West,2.4112581218274114
2023-08-01,HSE South West,2.515572027972028
2023-08-01,HSE West and North West,3.0240923566878983
2023-08-02,HSE Dublin and Midlands,1.4388095640326977
2023-08-02,HSE Dublin and North East,0.6993119293078056
2023-08-02,HSE Dublin and South East,1.8260492666415946
2023-08-02,HSE Mid West,1.7472884940778344
2023-08-02,HSE South West,2.552565734265734
2023-08-02,HSE West and North West,3.386983439490446
2023-08-03,HSE Dublin and Midlands,2.0848056948228884
2023-08-03,HSE Dublin and North East,0.5594495434462444
2023-08-03,HSE Dublin and South East,1.5338813839789396
2023-08-03,HSE Mid West,1.7822342639593909
2023-08-03,HSE South West,2.3675972027972025
2023-08-03,HSE West and North West,2.5402375796178345
2023-08-04,HSE Dublin and Midlands,1.4681730245231608
2023-08-04,HSE Dublin and North East,0.6643463328424153
2023-08-04,HSE Dublin and South East,1.4973603986461077
2023-08-04,HSE Mid West,1.5376138747884942
2023-08-04,HSE South West,1.516741958041958
2023-08-04,HSE West and North West,2.2378283439490447
2023-08-05,HSE Dublin and Midlands,0.5285422888283379
2023-08-05,HSE Dublin and North East,0.0
2023-08-05,HSE Dublin and South East,0.7669406919894698
2023-08-05,HSE Mid West,0.9085900169204738
2023-08-05,HSE South West,0.258955944055944
2023-08-05,HSE West and North West,1.1491550955414014
2023-08-06,HSE Dublin and Midlands,0.6459961307901907
2023-08-06,HSE Dublin and North East,0.0
2023-08-06,HSE Dublin and South East,1.2417135013162843
2023-08-06,HSE Mid West,1.0833188663282574
2023-08-06,HSE South West,0.18496853146853146
2023-08-06,HSE West and North West,1.4515643312101911
2023-08-07,HSE Dublin and Midlands,0.7340865122615804
2023-08-07,HSE Dublin and North East,0.5244839469808542
2023-08-07,HSE Dublin and South East,1.4973603986461077
2023-08-07,HSE Mid West,1.572559644670051
2023-08-07,HSE South West,0.6658867132867132
2023-08-07,HSE West and North West,1.6632507961783438
2023-08-08,HSE Dublin and Midlands,1.2626288010899183
2023-08-08,HSE Dublin and North East,1.7482798232695138
2023-08-08,HSE Dublin and South East,2.3738640466340732
2023-08-08,HSE Mid West,1.9569631133671743
2023-08-08,HSE South West,0.6658867132867132
2023-08-08,HSE West and North West,2.9636105095541403
2023-08-09,HSE Dublin and Midlands,1.5562634059945504
2023-08-09,HSE Dublin and North East,1.888142209131075
2023-08-09,HSE Dublin and South East,2.045175178638586
2023-08-09,HSE Mid West,2.0618004230118445
2023-08-09,HSE South West,1.257786013986014
2023-08-09,HSE West and North West,2.9636105095541403
2023-08-10,HSE Dublin and Midlands,1.6737172479564033
2023-08-10,HSE Dublin and North East,1.4685550515463919
2023-08-10,HSE Dublin and South East,1.4608394133132758
2023-08-10,HSE Mid West,1.6075054145516074
2023-08-10,HSE South West,1.1098111888111888
2023-08-10,HSE West and North West,2.842646815286624
2023-08-11,HSE Dublin and Midlands,1.2039018801089918
2023-08-11,HSE Dublin and North East,1.0489678939617084
2023-08-11,HSE Dublin and South East,0.9130246333207973
2023-08-11,HSE Mid West,1.327939255499154
2023-08-11,HSE South West,1.0728174825174823
2023-08-11,HSE West and North West,2.9938514331210193
2023-08-12,HSE Dublin and Midlands,0.8809038147138964
2023-08-12,HSE Dublin and North East,0.5594495434462445
2023-08-12,HSE Dublin and South East,0.5478147799924784
2023-08-12,HSE Mid West,1.0483730964467006
2023-08-12,HSE South West,1.257786013986014
2023-08-12,HSE West and North West,2.0866237261146496
2023-08-13,HSE Dublin and Midlands,1.614990326975477
2023-08-13,HSE Dublin and North East,1.0839334904270987
2023-08-13,HSE Dublin and South East,0.40173083866115084
2023-08-13,HSE Mid West,1.6424511844331642
2023-08-13,HSE South West,0.8138615384615384
2023-08-13,HSE West and North West,2.5099966560509555
2023-08-14,HSE Dublin and Midlands,2.349076839237057
2023-08-14,HSE Dublin and North East,1.1538646833578792
2023-08-14,HSE Dublin and South East,1.4608394133132758
2023-08-14,HSE Mid West,1.5026681049069375
2023-08-14,HSE South West,1.368767132867133
2023-08-14,HSE West and North West,3.477706210191083
2023-08-15,HSE Dublin and Midlands,2.9657095095367847
2023-08-15,HSE Dublin and North East,1.608417437407953
2023-08-15,HSE Dublin and South East,1.314755471981948
2023-08-15,HSE Mid West,1.7822342639593909
2023-08-15,HSE South West,1.8866790209790207
2023-08-15,HSE West and North West,2.9333695859872613
2023-08-16,HSE Dublin and Midlands,2.4665306811989103
2023-08-16,HSE Dublin and North East,2.2028325773195876
2023-08-16,HSE Dublin and South East,1.424318427980444
2023-08-16,HSE Mid West,1.9569631133671743
2023-08-16,HSE South West,1.5907293706293706
2023-08-16,HSE West and North West,2.4797557324840764
2023-08-17,HSE Dublin and Midlands,1.6737172479564033
2023-08-17,HSE Dublin and North East,1.1888302798232697
2023-08-17,HSE Dublin and South East,1.4608394133132758
2023-08-17,HSE Mid West,1.3978307952622675
2023-08-17,HSE South West,1.1098111888111888
2023-08-17,HSE West and North West,2.2378283439490447
2023-08-18,HSE Dublin and Midlands,1.7324441689373298
2023-08-18,HSE Dublin and North East,0.9790367010309279
2023-08-18,HSE Dublin and South East,1.6069233546446033
2023-08-18,HSE Mid West,0.41934923857868023
2023-08-18,HSE South West,1.257786013986014
2023-08-18,HSE West and North West,1.9656600318471338
2023-08-19,HSE Dublin and Midlands,0.9396307356948228
2023-08-19,HSE Dublin and North East,0.2797247717231222
2023-08-19,HSE Dublin and South East,0.6938987213238059
2023-08-19,HSE Mid West,1.5026681049069375
2023-08-19,HSE South West,1.4427545454545454
2023-08-19,HSE West and North West,0.8165049363057325
2023-08-20,HSE Dublin and Midlands,1.1451749591280653
2023-08-20,HSE Dublin and North East,0.9440711045655374
2023-08-20,HSE Dublin and South East,1.1686715306506208
2023-08-20,HSE Mid West,1.677396954314721
2023-08-20,HSE South West,1.8496853146853147
2023-08-20,HSE West and North West,1.4515643312101911
2023-08-21,HSE Dublin and Midlands,1.9967153133514988
2023-08-21,HSE Dublin and North East,1.5734518409425624
2023-08-21,HSE Dublin and South East,2.3008220759684095
2023-08-21,HSE Mid West,1.991908883248731
2023-08-21,HSE South West,2.256616083916084
2023-08-21,HSE West and North West,2.2983101910828028
2023-08-22,HSE Dublin and Midlands,2.1141691553133515
2023-08-22,HSE Dublin and North East,1.8531766126656848
2023-08-22,HSE Dublin and South East,1.7530072959759309
2023-08-22,HSE Mid West,1.6075054145516074
2023-08-22,HSE South West,2.2196223776223776
2023-08-22,HSE West and North West,2.4797557324840764
2023-08-23,HSE Dublin and Midlands,2.2316229972752044
2023-08-23,HSE Dublin and North East,1.3286926656848306
2023-08-23,HSE Dublin and South East,1.7530072959759309
2023-08-23,HSE Mid West,1.8171800338409476
2023-08-23,HSE South West,2.9594965034965033
2023-08-23,HSE West and North West,2.6309603503184715
2023-08-24,HSE Dublin and Midlands,1.7324441689373298
2023-08-24,HSE Dublin and North East,1.0839334904270987
2023-08-24,HSE Dublin and South East,1.6069233546446033
2023-08-24,HSE Mid West,1.5376138747884942
2023-08-24,HSE South West,3.181458741258741
2023-08-24,HSE West and North West,2.4192738853503184
2023-08-25,HSE Dublin and Midlands,1.4094461035422343
2023-08-25,HSE Dublin and North East,1.0489678939617084
2023-08-25,HSE Dublin and South East,1.0956295599849568
2023-08-25,HSE Mid West,1.5376138747884942
2023-08-25,HSE South West,2.478578321678322
2023-08-25,HSE West and North West,1.693491719745223
2023-08-26,HSE Dublin and Midlands,0.8809038147138964
2023-08-26,HSE Dublin and North East,0.06993119293078055
2023-08-26,HSE Dublin and South East,0.40173083866115084
2023-08-26,HSE Mid West,1.2580477157360408
2023-08-26,HSE South West,1.4427545454545454
2023-08-26,HSE West and North West,1.330600636942675
2023-08-27,HSE Dublin and Midlands,0.9983576566757494
2023-08-27,HSE Dublin and North East,0.17482798232695138
2023-08-27,HSE Dublin and South East,0.6208567506581422
2023-08-27,HSE Mid West,1.1532104060913706
2023-08-27,HSE South West,1.4797482517482516
2023-08-27,HSE West and North West,1.6934917197452228
2023-08-28,HSE Dublin and Midlands,1.4681730245231608
2023-08-28,HSE Dublin and North East,1.2237958762886598
2023-08-28,HSE Dublin and South East,1.1321505453177887
2023-08-28,HSE Mid West,1.3628850253807108
2023-08-28,HSE South West,2.071647552447552
2023-08-28,HSE West and North West,2.751924044585987
2023-08-29,HSE Dublin and Midlands,1.4094461035422343
2023-08-29,HSE Dublin and North East,1.0839334904270987
2023-08-29,HSE Dublin and South East,1.679965325310267
2023-08-29,HSE Mid West,1.6424511844331642
2023-08-29,HSE South West,2.9225027972027973
2023-08-29,HSE West and North West,3.296260668789809
2023-08-30,HSE Dublin and Midlands,2.0554422343324252
2023-08-30,HSE Dublin and North East,0.7342775257731958
2023-08-30,HSE Dublin and South East,1.1686715306506206
2023-08-30,HSE Mid West,1.6424511844331642
